Title,Link,Content,Label,,
"naira marley, sam larry not arrested as ly claimed",https://dubawa.org/naira-marley-sam-larry-not-arrested-as-falsely-claimed/," a facebook page posits that singer,  naira marley and sam larry have been picked by the department of state services. ",0,,
! liberia is not least in poverty and education in africa,https://dubawa.org/false-liberia-is-not-least-in-poverty-and-education-in-africa/," the president of the liberia council of churches (lcc) and senior pastor of the historic providence baptist church, rev. dr. samuel b. reeves jr., said, “liberia is the oldest african nation and least in poverty and education.”",0,,
Is Naira Marley NDLEA Ambassador?,https://dubawa.org/is-naira-marley-ndlea-ambassador/," there have been claims on social media and in news reports on the ambassadorial role of a popular nigerian musician, azeez fasola popularly known as naira marley ",0,,
Video on Tinubu’s plans to abolish the Naira for Dollars manipulated,https://dubawa.org/video-on-tinubus-plans-to-abolish-the-naira-for-dollars-manipulated/, a facebook user shared a video of tinubu announcing the abolishing of naira and plans to use dollars instead. ,0,,
"Scammers pose as Jumia, organise pseudo recruitment to defraud people",https://dubawa.org/scammers-pose-as-jumia-organise-pseudo-recruitment-to-defraud-people/, jumia is actively seeking new employees.,0,,
true pink-coloured garri is made from sweet potato in ghana,https://dubawa.org/true-pink-coloured-garri-is-made-from-sweet-potato-in-ghana/," a facebook post shared an image of a pink-coloured flour, claiming that it is garri made from sweet potato in ghana.",1,,
"lawmaker’s assertion on cotton tree public school and budgetary allocation, ",https://dubawa.org/lawmakers-assertion-on-cotton-tree-public-school-and-budgetary-allocation-misleading/," cotton tree public school received its first budgetary allocation in fiscal year 2023; it amounts to $55,000.",0,,
! picture of china bridge used to represent banjul-barra’s,https://dubawa.org/misleading-picture-of-china-bridge-used-to-represent-banjul-barras/," a facebook user shared an image, stating that it is the proposed architectural design of the banjul-barra bridge.",0,,
": viral whatsapp message on new naira policy, from 2007",https://dubawa.org/misleading-viral-whatsapp-message-on-new-naira-policy-from-2007/, cbn has announced a strategy to restore the naira’s value.,0,,
Can lawyers who studied in Nigeria practice in other countries?,https://dubawa.org/can-lawyers-who-studied-in-nigeria-practice-in-other-countries/, a facebook user claims that lawyers who studied in nigeria can only practise in the country. ,0,,
! guinness world records has not placed ban on nigerians’,https://dubawa.org/misleading-guinness-world-records-has-not-placed-ban-on-nigerians/," due to abuse, the guinness world records (gwr) has banned nigerians from attempting to break world records.",0,,
"! newly acquired house units owned by phyno, not timaya",https://dubawa.org/false-newly-acquired-house-units-owned-by-phyno-not-timaya/, timaya buys 20 units of terrace empire for n2 billion. ,0,,
"Viral clip of solar plant vandalism not filmed in Sokoto, Nigeria",https://dubawa.org/viral-clip-of-solar-plant-vandalism-not-filmed-in-sokoto-nigeria/, sokoto residents allegedly destroyed a solar power plant for obstructing rainfall.,0,,
"! the national elections commission did not disqualify 27,000 voters",https://dubawa.org/misleading-the-national-elections-commission-did-not-disqualify-27000-voters/," “national elections commission disqualifies 27,000 voters,” the daily observer newspaper alleged.",0,,
Has UAE lifted visa ban on Nigerians as presidency claimed?,https://dubawa.org/has-uae-lifted-visa-ban-on-nigerians-as-presidency-claimed/," ajuri ngelale, the special adviser on media and publicity to president bola tinubu, claimed the united arab emirates (uae) has lifted its months-long visa ban on nigerians, effective monday, september 11.",0,,
"Was Naira Marley’s house attacked over Mohbad’s death, as videos suggest?",https://dubawa.org/was-naira-marleys-house-attacked-over-mohbads-death-as-videos-suggest/," young people attacked the house of nigerian musician azeez fashola, popularly known as naira marley, following mohbad’s death.",0,,
true governor obaseki relocates deputy’s office,https://dubawa.org/true-governor-obaseki-relocates-deputys-office/, governor obaseki relocates the office of his deputy.,1,,
"Viral video of lawyer burning judicial wig from Jamaica, not Nigeria",https://dubawa.org/viral-video-of-lawyer-burning-judicial-wig-from-jamaica-not-nigeria-2/," a viral video shows a man burning a judicial wig, purportedly his, with the claim that he carried the action to protest the presidential election petition tribunal (pept) ruling in favour of president bola tinubu from the all progressive congress (apc).",0,,
Lagos intra-city rail is West Africa’s second urban rail line,https://dubawa.org/lagos-intra-city-rail-is-the-second-urban-rail-line-in-west-africa/, a facebook user posted that the recently commissioned intra-city rail in lagos state is the second to be operational in west africa after the abuja rail mass transit.,1,,
Mermaid allegedly found in Akwa Ibom from birthday photoshoot,https://dubawa.org/mermaid-allegedly-found-in-akwa-ibom-from-birthday-photoshoot/, a mermaid was spotted celebrating its birthday at a beach in akwa ibom.,0,,
The truth behind viral image of couple allegedly having sex during church service,https://dubawa.org/the-truth-behind-viral-image-of-couple-allegedly-having-sex-during-church-service/," in a bid to bear a child, the pastor made a heterosexual couple have sexual intercourse in front of the congregation.",0,,
Image from Dubai portrayed as Nigeria’s road system,https://dubawa.org/image-from-dubai-portrayed-as-nigerias-road-system/," the image of the highway road is in nigeria, the giant of africa.",0,,
! former presidential candidate kamarainba not dead,https://dubawa.org/false-former-presidential-candidate-kamarainba-not-dead/, news circulating on whatsapp claimed that former adp presidential candidate mohamed kamarinba mansaray who raped a minor has died in prison.,0,,
"Photo depicting Hushpuppi’s return from jail, old",https://dubawa.org/photo-depicting-hushpuppis-return-from-jail-old/, hushpuppi has been released from prison.,0,,
No evidence Lauretta Onochie was kicked out of her UK home,https://dubawa.org/no-evidence-lauretta-onochie-was-kicked-out-of-her-uk-home/, sahara reporters on facebook alleged that ex-nddc board chairperson lauretta onochie was embarrassed and kicked out of her uk home. ,0,,
! chef adeola not world record holder for longest cooking time,https://dubawa.org/false-chef-adeola-not-world-record-holder-for-longest-cooking-time/, chef adeola now holds the world record for the longest cooking time by an individual.,0,,
! korede bello did not quit music career to join police force,https://dubawa.org/false-korede-bello-did-not-quit-music-career-to-join-police-force/, a facebook user said korede bello quit his music career to join the police force. ,0,,
! inec did not redeploy staffers from abuja,https://dubawa.org/false-inec-did-not-redeploy-staffers-from-abuja/, inec relocates ict staffers from abuja ahead of a rerun election.,0,,
Can tomatoes and garlic clean prostate?,https://dubawa.org/can-tomatoes-and-garlic-clean-prostate/,  a facebook page posits that tomatoes and garlic can be used to clean the prostate.,0,,
true congo military carried out massacre in goma amidst protest,https://dubawa.org/true-congo-military-carried-out-massacre-in-goma-amidst-protest/," the congolese army, fardc, deployed its forces to attack the protesting civilians of goma.",1,,
" headline asserts obi beats tinubu, shettima at pepc",https://dubawa.org/misleading-headline-asserts-obi-beats-tinubu-shettima-at-pepc/," obi beats tinubu, shettima at presidential election tribunals. ",0,,
true us slammed visa sanctions on sierra leonean officials,https://dubawa.org/true-us-slammed-visa-sanctions-on-sierra-leonean-officials/, us has slammed visa ban on sierra leone officials linked with election rigging.,1,,
! former president obasanjo not dead as claimed in viral video,https://dubawa.org/false-former-president-obasanjo-not-dead-as-claimed-in-viral-video/, former president olusegun obasanjo is dead.,0,,
Facebook user claims Obi won 2023 presidential election,https://dubawa.org/facebook-user-claims-obi-won-2023-presidential-election/," peter obi was the winner of the 2023 presidential election. atiku abubakar was second, and bola tinubu came third.",0,,
! wike not first southerner appointed fct minister,https://dubawa.org/false-wike-not-first-southerner-appointed-fct-minister/, multiple facebook users address nyesom wike as “the first-ever southerner” to be appointed as minister of the federal capital territory (fct).,0,,
: viral video of money bags not found in bongo’s residence,https://dubawa.org/misleading-viral-video-of-money-bags-not-found-in-bongos-residence/," a viral video on facebook showing men arrested with bags of money was said to be money stashed away in the house of the ousted gabon president, ali bongo.",0,,
"Image of Peter Obi’s visit to Tinubu at Aso Rock, doctored",https://dubawa.org/image-of-peter-obis-visit-to-tinubu-at-aso-rock-doctored/," peter obi visits president tinubu at the state house, aso rock.",0,,
! jonathan did not issue warning to tinubu against influencing tribunal,https://dubawa.org/misleading-jonathan-did-not-issue-warning-to-tinubu-against-influencing-tribunal/," concerning the awaited judgment of the presidential elections petition court (pepc), goodluck jonathan warns president bola tinubu against influencing the judiciary.",0,,
! kogi state university not giving students free food,https://dubawa.org/false-kogi-state-university-not-giving-students-free-food/, a facebook blog posted that kogi state university (ksu) feeds its students “soup and fufu” before morning lectures.,0,,
"! gabon, not ecowas member, cannot be sanctioned for coup d’etat",https://dubawa.org/false-gabon-not-ecowas-member-cannot-be-sanctioned-for-coup-detat/," in reaction to the coup d’etat carried out by its military, ecowas can sanction the gabonese government being a member of the organisation.",0,,
true liberia exported electricity to ivory coast for the first time in july,https://dubawa.org/true-liberia-exported-electricity-to-ivory-coast-for-the-first-time-in-july/," “liberia exported electricity for the first time to cote d’ivoire,” said finance minister samuel tweah.",1,,
NO! Guava trees can not be used to grow eggs,https://dubawa.org/no-guava-trees-can-not-be-used-to-grow-eggs/," a facebook user shows how to plant eggs using guava bark, aloe vera, and garden soil. ",0,,
"Mike Tyson not dead, as claimed by Facebook user",https://dubawa.org/mike-tyson-not-dead-as-claimed-by-facebook-user/, a facebook user claimed mike tyson is dead.,0,,
Are deodorants harmful to women?,https://dubawa.org/are-deodorants-harmful-to-women/," deodorants contain aluminium, which is harmful to women.",0,,
! colonel goita did not threaten to invade abuja,https://dubawa.org/false-colonel-goita-did-not-threaten-to-invade-abuja/, colonel assimi goita threatens nigeria with abuja invasion and promises to reinstate the rightful winner of the 2023 presidential election if ecowas invades niger.,0,,
"Photo of former Vice President Joseph Boakai in hospital, doctored",https://dubawa.org/photo-of-former-vice-president-joseph-boakai-in-hospital-doctored/," a social media blog called shine liberia posted a photo with the caption, “keep old man joe in your prayers. learned he was rushed to the hospital.”",0,,
true energy drink consumption has great health risks,https://dubawa.org/true-energy-drink-consumption-has-great-health-risks/," energy drinks corrode the lining of the stomach, inflame the liver, fry the brain, and interfere with the synthesis of testosterone.",1,,
facebook user ly label michelle obama transgender,https://dubawa.org/facebook-user-falsely-label-michelle-obama-transgender/,  a facebook video shows a man alleging that michelle obama is a man. ,0,,
Did Russian aeroplane convey Wagner group soldiers to coup-ravaged Niger Republic?,https://dubawa.org/did-russian-aeroplane-convey-wagner-group-soldiers-to-coup-ravaged-niger-republic/," russian airplane with registration number: ra-76845 conveyed wagner group soldiers to niger republic on sunday, august 20, amid an ongoing coup in the country. the claim went viral days before the reported death of yevgeny prigozhin, leader of the wagner mercenary group, on august 23.",0,,
"true passengers can fly from lagos to ibadan with n6,500",https://dubawa.org/true-passengers-can-fly-from-lagos-to-ibadan-with-n6500/," an ibadan-based medium posted on facebook that nigerians can now fly from lagos to ibadan with n6,500.",1,,
true there is a place called abeokuta in jamaica,https://dubawa.org/true-there-is-a-place-called-abeokuta-in-jamaica/, a facebook page post that there is a place in jamaica called abeokuta. ,1,,
Algeria not giving free electricity to Niger,https://dubawa.org/algeria-not-giving-free-electricity-to-niger/," a political stalwart of the all progressive congress (apc), adamu garba ii, has claimed via his facebook account that algeria plans to give niger republic free electricity to cushion the sanction meted on them by ecowas.",0,,
true cameroonian footballer marc-vivien foé died on field,https://dubawa.org/true-cameroonian-footballer-marc-vivien-foe-died-on-field/," marc-vivien foé, while representing cameroon in the semi-final of the confederations cup against colombia, collapsed at the centre of the pitch.",1,,
"claim 37-year-old south african woman gave birth to decuplets, ",https://dubawa.org/claim-37-year-old-south-african-woman-gave-birth-to-decuplets-false/, 37-year-old south african woman delivers decuplets to break a world record.,0,,
! man who allegedly transformed himself into dog was cladded in hyper-realistic costume,https://dubawa.org/misleading-man-who-allegedly-transformed-himself-into-dog-was-cladded-in-hyper-realistic-costume/," a facebook user posted a clip of a man who transformed himself into a dog with $14,000.",0,,
Video of Niger ruling party headquarters on fire used to depict attack on Nigerian embassy,https://dubawa.org/video-of-niger-ruling-party-headquarters-on-fire-used-to-depict-attack-on-nigerian-embassy/, viral video shows nigerian embassy in niger on fire.,0,,
"! super falcons star michelle alozie a medical researcher, not doctor",https://dubawa.org/misleading-super-falcons-star-michelle-alozie-a-defender-not-midfielder/, michelle alozie is a footballer and medical doctor that plays midfield for the nigerian super falcons.,0,,
"BEWARE! Norland, not an investment company",https://dubawa.org/beware-norland-not-an-investment-company/, a facebook user posits that “norland investment” is where people can invest and get their money back in 45 minutes.,0,,
true onome ebi is africa’s first player to appear in six world cup tournaments at 40,https://dubawa.org/true-onome-ebi-is-africas-first-player-to-appear-in-six-world-cup-tournaments-at-40/, super falcons veteran onome ebi is the first african to appear in six world cup tournaments at 40.,1,,
Did Wizkid provide free bus to gather crowd at Tottenham Hotspur Stadium concert?,https://dubawa.org/did-wizkid-provide-free-bus-to-gather-crowd-at-tottenham-hotspur-stadium-concert/, wizkid provided a free bus to gather “random people on the streets of london” for his concert at tottenham hotspur stadium because he could not sell out his tickets. ,0,,
! tinubu did not suspend courts over disqualification fear,https://dubawa.org/false-tinubu-did-not-suspend-courts-over-disqualification-fear/, tinubu suspends courts over fear of disqualification.,0,,
"Circulating photos of Boda Boda rider carrying a corpse, not recent",https://dubawa.org/circulating-photos-of-boda-boda-rider-carrying-a-corpse-not-recent/, a facebook post states how boda boda riders allegedly transport dead bodies in dr. congo.,0,,
"Viral video alleging apples are painted from green to red using chemical, manipulated",https://dubawa.org/viral-video-alleging-apples-are-painted-from-green-to-red-using-chemical-doctored/, a viral video on facebook claims apples are usually painted from green to red with a chemical.,0,,
"American battle rapper, Daylyt, lied about having spider-shaped toes",https://dubawa.org/american-battle-rapper-daylyt-lied-about-having-spider-shaped-toes/," a californian-based battle rapper, daylyt, claimed on facebook that he has legs with unusually long toes shaped like fingers of the hands.",0,,
! jamie foxx not dead as kemi olunloyo purports,https://dubawa.org/false-jamie-foxx-is-not-dead-as-kemi-olunloyo-purports/,"  kemi olunloyo had said that the famous hollywood actor, james foxx, is dead.",0,,
partly ,https://dubawa.org/partly-true-nigerian-teachers-to-attend-classes-twice-a-week/, nigerian teachers are only going to teach twice a week.,1,1,
"Video showing Burna Boy hailing Davido, Wizkid, AI-generated",https://dubawa.org/video-showing-burna-boy-hailing-davido-wizkid-ai-generated/," burna boy says that wizkid is the (g)od of afrobeats, the jesus of afrobeats, and davido is the joseph of afrobeats.",0,,
! nigerian senator enyinnaya abaribe not shot dead,https://dubawa.org/false-nigerian-senator-enyinnaya-abaribe-not-shot-dead/," a facebook page known as igbo times magazine recently claimed that nigerian senator, enyinnaya abaribe, was shot dead by gunmen at his residence in abia state. ",0,,
true tunji adeleke is osun state’s lgsc board chairperson,https://dubawa.org/true-tunji-adeleke-is-osun-states-lgsc-board-chairperson/, an instagram user posits tunji adeleke as the new chair of the osun state board of local government chairpersons.,1,,
true adeola sowemimo is first nigerian female pilot at qatar airways,https://dubawa.org/true-adeola-sowemimo-is-first-nigerian-female-pilot-at-qatar-airways/," a facebook user posted a picture of a pilot, adeola ogunmola sowemimo, claiming she is the first nigerian female pilot at qatar airways and the first female nigerian pilot to fly the boeing 787. ",1,,
! mcgill and cllr. cephus were not sacked,https://dubawa.org/misleading-mcgill-and-cllr-cephus-was-not-sacked-they-resigned/,"A senior strategist on the Campaign Team of the Collaborating Political Party (CPP), George Wisner, claimed “Cllr. Sayma Syrenius Cephus, former solicitor general of Liberia and Nathaniel McGill, former minister of state and chief of staff of Liberia’s President, George M. Weah were fired.”",0,0,
"Man crying in viral video, not Ex-Nigerien finance minister",https://dubawa.org/man-crying-in-viral-video-not-ex-nigerien-finance-minister/, there have been social media claims that the military junta in the country has arrested the nigerien finance minister for connection with money laundering. ,0,,
true nigeria manufactures sophisticated military vehicles,https://dubawa.org/true-nigeria-manufactures-sophisticated-military-vehicles/, a facebook page claimed that a nigerian company is producing warship vehicles for military procurement by the nigerian defense force and other countries.,1,,
Do noodles truly impact health negatively?,https://dubawa.org/do-noodles-truly-impact-health-negatively/, a facebook user urged the public to avoid eating noodles because it has no nutritional value and can be harmful. ,1,,
! uk has no plans to stop development programmes in sierra leone,https://dubawa.org/false-uk-has-no-plans-to-stop-development-programmes-in-sierra-leone/,"  a twitter user claimed that all uk-funded projects, including the fqe (free quality education), has been immediately suspended by the foreign, commonwealth and development office (fcdo). ",0,,
! africell not donating free data to old clients,https://dubawa.org/false-africell-not-donating-free-data-to-old-clients/, a website purporting to be owned by the africell network is said to offer free data to old customers. ,0,,
Former Vice President did not accuse President Weah of selling ‘Kush’ to young people,https://dubawa.org/former-vice-president-did-not-accuse-president-weah-of-selling-kush-to-young-people/, vice chairman of liberia anti corruption commission kanio bai gbala says he heard the former vice president in a viral video in bong county accusing president weah of selling kush to young people.,0,,
! dhl not shutting operations in sierra leone,https://dubawa.org/false-dhl-not-shutting-operations-in-sierra-leone/," online users claimed that one of the world’s leading courier companies, dhl, plans to shut down its operations in sierra leone.",0,,
! liberia does not have world’s highest rainfall rate,https://dubawa.org/misleading-liberia-does-not-have-worlds-highest-rainfall-rate/," the presidential hopeful and political leader of the movement for progressive change (mpc), simeon freeman, has said “liberia has the highest rate of rainfall in the world.”",0,,
": trending clip of celestial bodies at eksu, a visual effect",https://dubawa.org/misleading-trending-clip-of-celestial-bodies-at-eksu-a-visual-effect/," a tiktok video shows where stars, planets, and comets are seemingly falling into ekiti state university (eksu) premises.",0,,
"Contrary to online reports, no Nigerian killed lion with bare hands",https://dubawa.org/contrary-to-online-reports-no-nigerian-killed-lion-with-bare-hands/, there have been online and blog reports that a nigerian killed a lion with his bare hands.,0,,
! popular singer justin bieber not dead,https://dubawa.org/false-popular-singer-justin-bieber-not-dead/, a facebook user posits that justin bieber is dead.,0,,
": student murdered for allegedly stealing bread, not ui graduate",https://dubawa.org/misleading-student-murdered-for-allegedly-stealing-bread-not-ui-graduate/, various news reports claim that a first-class business administration graduate of the university of ibadan was beaten to death for stealing bread in bayelsa state. ,0,,
! viral ecsl document not disaggregated election result,https://dubawa.org/misleading-viral-ecsl-document-not-disaggregated-election-result/," several users have shared a document on whatsapp from the electoral commission for sierra leone (ecsl), claiming that it is the disaggregated result of the just concluded general elections. ",0,,
: bundu in viral video on parliament boycott not apc mp-elect,https://dubawa.org/misleading-bundu-in-viral-video-on-parliament-boycott-not-apc-mp-elect/, a viral video on youtube and whatsapp claims that an apc member of parliament elect has disagreed with his party’s position to boycott parliament.,0,,
"alleged video of jackie chan and his daughter sobbing, !",https://dubawa.org/alleged-video-of-jackie-chan-and-his-daughter-sobbing-misleading/, jackie chan and his daughter cry while viewing his old movies.,0,,
Common mental health myths verified,https://dubawa.org/common-mental-health-myths-verified/,Mental health issues are not common ,0,,
Common mental health myths verified,https://dubawa.org/common-mental-health-myths-verified/,Mental health issues can’t affect me,0,,
Common mental health myths verified,https://dubawa.org/common-mental-health-myths-verified/,People with Mental health issues are violent or mad,0,,
Common mental health myths verified,https://dubawa.org/common-mental-health-myths-verified/,Panic attacks can be fatal.,0,,
Common mental health myths verified,https://dubawa.org/common-mental-health-myths-verified/,Children don’t experience mental health issues ,0,,
Common mental health myths verified,https://dubawa.org/common-mental-health-myths-verified/, People with mental health issues can’t keep a job or live normal lives,0,,
Common mental health myths verified,https://dubawa.org/common-mental-health-myths-verified/,People with mental health issues are weak or lack willpower,0,,
Common mental health myths verified,https://dubawa.org/common-mental-health-myths-verified/,Mental health issues are permanent,0,,
Common mental health myths verified,https://dubawa.org/common-mental-health-myths-verified/,People with mental health issues are “possessed”.,0,,
! all liberian party not fielding presidential ticket in october,https://dubawa.org/false-all-liberian-party-not-fielding-presidential-ticket-in-october/," a viral flier on social media (facebook, whatsapp and messenger groups) has named henry p costa and river-gee county senator jonathan boycharles sogbie as the standard bearer and vice standard-bearer of the all liberian party (alp) in the upcoming liberian elections.",0,,
U.S. Embassy dissociates itself from viral tweet about Sierra Leone election,https://dubawa.org/u-s-embassy-dissociates-itself-from-viral-tweet-about-sierra-leone-election/," the government of the united states of america and the u.s. embassy in freetown will not endorse the recently announced presidential poll results that declared the incumbent president of sierra leone the winner of the june 24 2023, polls.",0,,
"Viral EU Press Release, FAKE",https://dubawa.org/viral-eu-press-release-fake/," eu eom has legally endorsed president bio as the elected leader of the republic of sierra leone, a viral statement suggests. ",0,,
! the invincible sports park was budgeted in 2022 national budget,https://dubawa.org/misleading-the-invincible-sports-park-was-budgeted-in-2022-national-budget/, finance and development planning minister samuel tweah and liberia maritime authority commissioner eugene lenn nagbe claimed: “the invincible sports park was constructed by president weah and his friends.”,0,,
"viral press statement on kamara conceding defeat, !",https://dubawa.org/viral-press-statement-on-kamara-conceding-defeat-false/," the apc leader samura kamara in a viral press statement, has conceded defeat to the incumbent president julius maada bio. ",0,,
", kenya’s national electricity grid mix is 92% green",https://dubawa.org/true-kenyas-national-electricity-grid-mix-is-92-green/, kenya’s national electricity grid mix is 92% green.,1,,
true tear gas canisters fired into apc’s building,https://dubawa.org/true-tear-gas-canisters-fired-into-apcs-building/,"a viral tweet by “we yone newspaper” alleges that the headquarters of the main opposition party — all people’s congress (apc), has been attacked by armed military men who fired multiple tear gas and ammunition into the party’s office. ",1,,
"Viral AYV Newspaper headline on Dr Kamara as president-elect, doctored",https://dubawa.org/viral-ayv-newspaper-headline-on-dr-kamara-as-president-elect-doctored/," a supposed front page of a popular newspaper in sierra leone, ayv newspaper, has gone viral with a banner headline “inter-religious council congratulates president-elect dr. samura m kamara.” the headline story is part of the june 26 edition of the africa young voices newspaper (ayv-news).",0,,
"report of salary increment for tinubu, shettima, others ",https://dubawa.org/report-of-salary-increment-for-tinubu-shettima-others-misleading/," daily trust reported that the federal government, through the revenue mobilisation, allocation and fiscal commission (rmafc), has approved a 114% salary increase for all elected politicians in nigeria.",0,,
Viral WhatsApp message on banned malaria medicine recirculated from 2017,https://dubawa.org/viral-whatsapp-message-on-banned-malaria-medicine-recirculated-from-2017/, forty-two malaria drugs have been banned by the european union.,0,,
HOAX! Popular Actor Van Damme is not dead,https://dubawa.org/hoax-popular-actor-van-damme-is-not-dead/, a facebook user claims that popular hollywood actor jean-claude van damme has passed after battling a stroke. ,0,,
! apc chairman in kailahun is alive,https://dubawa.org/false-apc-chairman-in-kailahun-is-alive/,"caim: a facebook page, makoni times posted a picture claiming that the apc chairman in kailahun was shot dead. a screenshot of the post showed a bloody body lying under a mango tree. the post has since gone viral on another platform, whatsapp. ",0,,
true dr kamara released press statement on “irreversible victory”,https://dubawa.org/true-dr-kamara-released-press-statement-on-irreversible-victory/,"an unsigned and unstamped press statement has recently gone viral, supposedly authored by the main opposition party leader – dr samura kamara. the letter in part states: “the apc party is on a firm path to an irreversible victory. we will, therefore, not accept any skewed results.”",1,,
"Contrary to Concord Times’ allegation, ECSL staff followed voting procedures",https://dubawa.org/contrary-to-concord-times-allegation-ecsl-staff-followed-voting-procedures/, a news portal concord times alleges that ecsl staff allowed people to vote without accreditation. ,0,,
Kamara yet to be announced as winner,https://dubawa.org/kamara-yet-to-be-announced-as-winner-viral-results-date-back-to-2018/," an image containing alleged results of the sierra leone election 2023 has gone viral on social media, with a twitter user congratulating the all peoples congress presidential candidate, dr samura kamara, for winning the elections. the viral results contained election figures from kenema, kambia, and karene districts. ",0,"DUBAWA checked ECSL’s website to verify the photo and claim, showing that all the results were from 2018.",
true 80% of polling centres did not start voting at 7am,https://dubawa.org/true-80-of-polling-centres-did-not-start-voting-at-7am/," a voice note has been shared multiple times on social media in which the deputy publicity secretary of the apc, mohamed pope kamara, is heard saying that 80% of the polling centres did not start voting at 7am. according to him, that was part of the strategy by the ecsl and the incumbent slpp to frustrate voters from their strongholds.",1,,
"SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-TWO, THREE & FOUR",https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-two/,"the apc leader samura kamara in a viral press statement, has conceded defeat to the incumbent president julius maada bio. ",0,,
"SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-TWO, THREE & FOUR",https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-two/,"A viral tweet by “We Yone Newspaper” alleges that the Headquarters of the main opposition party — All People’s Congress (APC), has been attacked by armed military men who fired multiple tear gas and ammunition into the party’s office. ",1,,
"SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-TWO, THREE & FOUR",https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-two/,"A Facebook page Makoni Times posted a picture claiming that the APC Chairman in Kailahun was shot dead. A screenshot of the post showed a bloody body lying under a mango tree. The post has since gone viral on another platform, WhatsApp. ",0,,
"SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-TWO, THREE & FOUR",https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-two/,A news portal  Concord Times alleges that ECSL staff allowed people to vote without accreditation. ,0,,
"SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-TWO, THREE & FOUR",https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-two/,"An image containing alleged results of the Sierra Leone election 2023 has gone viral on social media, with a Twitter user congratulating the All Peoples Congress Presidential candidate, Dr Samura Kamara, for winning the elections. The viral results contained election figures from Kenema, Kambia, and Karene districts. ",0,,
"SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-TWO, THREE & FOUR",https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-two/,"A voice note has been shared multiple times on social media in which the Deputy Publicity Secretary of the APC, Mohamed Pope Kamara, is heard saying that 80% of the polling centres did not start polling at 7 am. According to him, that was part of the strategy by the ECSL and the incumbent SLPP to frustrate voters from their strongholds.",1,,
"voters protest at makeni,",https://dubawa.org/voters-protest-at-makeni-true/,a twitter user @touyuba posted a video of tens of protesters marching on the streets of makeni and accusing the ecsl of denying them their constitutional right to vote because their names could not be found in the register.,1,,
"voting delay at st joseph primary school polling station,",https://dubawa.org/voting-delay-at-st-joseph-primary-school-polling-station-true/, st joseph primary school polling station in central freetown is yet to start voting more than an hour after ecsl voting time officially ended.,1,,
"Image of minors voters’ cards, doctored",https://dubawa.org/images-of-minors-voters-cards-doctored/," a facebook user prime salome claims the electoral commission in sierra leone participates in electoral fraud by registering minors to vote in the election. he shared images of minors voters’ cards and accused the commission of wanting to aid the people’s party presidential candidate, julius maada bio, to win the election. ",0,,
true man caught with pre-voted ballot papers in makeni,https://dubawa.org/true-man-caught-with-pre-voted-ballot-papers-at-umc-school-makeni/,"a man allegedly affiliated with the slpp has been caught with pre-voted ballot papers in makeni. the video has gone viral on whatsapp, with reports suggesting the police have arrested him after a chaotic scene.",1,,
! ballot papers not missing at fssg polling centre,https://dubawa.org/misleading-ballot-papers-not-missing-at-fssg-polling-centre/, an online media platform sierraloaded has alleged on facebook that 100 ballot papers had “gone missing” at the fssg polling centre. ,0,,
Yvonne Aki-Sawyerr did not call for election boycott,https://dubawa.org/yvonne-aki-sawyerr-did-not-call-for-election-boycott/," a viral press statement claims that the former mayor of freetown, yvonne aki-sawyerr, is calling for the boycott of the “rigged” election.",0,,
Military not taking over Sierra Leone election after 24 hours,https://dubawa.org/military-not-taking-over-sierra-leone-election-after-24-hours/," a tiktok video showing a man dressed in a military uniform warned that if there is no free and fair election in sierra leone, his troops will take over after 24 hours. ",0,,
SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-ONE,https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-one/,A Twitter user @touyuba posted a video of tens of protesters marching on the streets of Makeni and accusing the ECSL of denying them their constitutional right to vote because their names could not be found in the register.,1,,
SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-ONE,https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-one/,St Joseph Primary School polling station in Central Freetown is yet to start voting more than an hour after ECSL voting time officially ended.,1,,
SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-ONE,https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-one/,An online media platform Sierraloaded has alleged on Facebook that 100 ballot papers had “gone missing” at the FSSG polling centre. ,1,,
SIERRA LEONE ELECTIONS: LIVE FACT-CHECKS FOR DAY-ONE,https://dubawa.org/sierra-leone-elections-live-fact-checks-for-day-one/,"A viral press statement claims that the former mayor of Freetown, Yvonne Aki-Sawyerr, is calling for the boycott of the “rigged” election.",0,,
