Title,Link,Content,Label
PDP Candidate Muhammad Adamu Oyanki is 26 years old not 23,https://dubawa.org/pdp-candidate-muhammad-adamu-oyanki-is-26-years-old-not-23/,"CLAIM: A Twitter user, Habibu Abdulwahab (@sarkiabdulwahab), claims that at just 23 years of age, Mr Muhammad Adamu Oyanki has been elected to represent Doma North at the Nasarawa state House of Assembly.","FINDING: Based on the final list of House of Assembly contestants released by INEC and published by Premium Times, Mr Muhammad Adamu Oyanki, contesting under PDP, is 26 years old, not 23. As of 10 am today, INEC is yet to release the results of the Nasarawa state HOA elections.  "
No clash between APGA and LP supporters in Anambra,https://dubawa.org/no-clash-between-apga-and-lp-supporters-in-anambra/,CLAIM: Social media user @JohnFanimokun shared a video claiming All Progressives Grand Alliance and Labour Party supporters clashed in Anambra state on Saturday.,"FINDING: Using Google Earth, the NFC performed a geo-location on the video and discovered it was captured at Shadia Onanuga street, Abule-Ado, in Lagos state. "
Jigawa State’s final results yet to be announced,https://dubawa.org/jigawa-states-final-results-yet-to-be-announced/,"CLAIM: A Twitter user @DeeOneAyekooto claims that Jigawa State’s final results have been declared as follows APC 460,302, PDP 275,776.","FINDING: As of 6:29pm today, results on IReV show that only 11 LGA results have been uploaded out of 27 LGAs. Also, no credible media platforms have reported the final results in the state."
Binani not announced as Yola’s governor,https://dubawa.org/binani-not-announced-as-yolas-governor/,"CLAIM: A Twitter user @goldmyneTV posted a video of people celebrating in Yola, claiming that Aishatu Dahiru, popularly known as Binani, has become the first female governor to be elected.","FINDING: INEC did not announce Binani as the governor-elect of Adamawa state. According to the Premium Times report, as of 4pm today, only ten local governments have been announced out of Adamawa’s 21 local governments. In the report, PDP’s candidate and incumbent governor, Ahmadu Fintiri, currently leads with 186,536 votes, while APC’s Binani has 179,264."
"Hon. Chinasa, not Yoruba!",https://dubawa.org/hon-chinasa-not-yoruba/,CLAIM: A Twitter user claims Hon Anthony Chinasa Abiola is Yoruba representing Umuahia Central Constituency in Abia State House of Assembly under the Labour Party.,"FINDING: In a 1:10 minute YouTube clip by Television Continental (TVC News), Mr Chinasa clarified that he is not Yoruba. Chinasa, who spoke from 0:34 onwards, added that he is not of mixed ethnicity but fully Igbo. "
"True, INEC official caught with election materials in Kogi",https://dubawa.org/true-inec-official-caught-with-election-materials-in-kogi/,"CLAIM: Twitter user, Kelechi Favour (@kclove_diamond), shared an AIT video capturing a staff of the Independent National Electoral Commission (INEC) caught with ballot papers and election materials in Olamaboro, Kogi State.","FINDING: The NFC contacted a Connected Development (CODE) observer, Umar Muhammed, in Kogi, who confirmed that the incident occurred. He explained that the man alleged a local government Chairman directed him to commit the act. The video is featured on AIT Live’s YouTube page. "
Adebayo Bode NOT Olumide Oworu is INEC-approved LP candidate for Surulere 1 Constituency,https://dubawa.org/adebayo-bode-not-olumide-oworu-is-inec-approved-lp-candidate-for-surulere-1-constituency/,"CLAIM: A Twitter user, TIFE (@ZeekiHodl), claims that Olumide Oworu is not the INEC-approved Labour Party’s candidate for Surulere, Lagos state House of Assembly. ","FINDING: Premium Times’ report revealed that Mr Oworu was not included in INEC’s final list of contestants. This was also confirmed by Daily Trust’s report, which stated that Mr Adebayo Bode is the approved LP candidate for Surulere 1 Constituency. "
Wasiu Ayinde not among thugs that disrupted guber election,https://dubawa.org/wasiu-ayinde-not-among-thugs-that-disrupted-guber-election/,"CLAIM: A Twitter user, Chinaza #PeterObi-HypeMan (@MuchTalksBlog1), claims that Wasiu Ayinde, Nigerian Fuji singer, was among the thugs who came to disrupt the election on Saturday.","FINDING: The one-minute-long video the claimant shared did not show that the Fuji singer was present at the location. Additionally, no reports from any credible media platform suggest or disclose Mr Ayinde’s role in ballot snatching during yesterday’s election. "
Did Dapo Abiodun lead thugs to snatch ballot boxes at Iperu?,https://dubawa.org/did-dapo-abiodun-lead-thugs-to-snatch-ballot-boxes-at-iperu/,"CLAIM: A Twitter user, IperuBoy (@Iperu_Boy), claims that the APC gubernatorial candidate in Ogun State, Dapo Abiodun, led thugs to snatch ballot boxes at Iperu, Ikenne local government.","FINDING: Punch Journalist Ojuroungbe Sodiq, who was at the scene, stated that although thugs snatched ballot boxes, it was difficult to ascertain who was responsible. Also, Mr Abiodun did not appear in the pictures attached to the tweet."
INEC yet to announce winner of Abia State’s governorship election,https://dubawa.org/inec-yet-to-announce-winner-of-abia-states-governorship-election/,"CLAIM: Twitter users claim Alex Otti, Abia state governorship candidate of the Labour Party, has been declared the winner. ","FINDING: Voting data available on the result viewing portal (IReV) of the Independent National Electoral Commission (INEC) shows results from 1,844 polling units in the state, out of 4,062, have been uploaded as of 9:30pm yesterday. "
Video of UK parliament session unrelated to election rigging,https://dubawa.org/video-of-uk-parliament-session-unrelated-to-election-rigging/,"CLAIM: Dino Melaye shared a video of a session in the UK parliament featuring a caption, “game over for the APC as UK parliament confirm elections was rigged.”","FINDING: In the video, a member of the UK parliament said some members of her constituency and the European Union have expressed “concerns of serious failures of technology, security and communication in the presidential election.” There was no mention of rigging or any political party."
TRUE! NDLEA arrested four party agents with credit cards for vote-buying,https://dubawa.org/true-ndlea-arrested-four-party-agents-with-credit-cards-for-vote-buying/,"CLAIM: A media platform, Ogun Update, claimed that operatives of the National Drug Law Enforcement (NDLEA) had arrested four party agents with over 100 credit cards meant for vote-buying at Ibara Housing Estate in Ogun State. ","FINDING: A report by TheCable confirmed the arrest. Also confirmed by NDLEA on Twitter, the agency disclosed that the four agents had N10,000 on each card, which can be activated with a code."
Tinubu not hospitalised as alleged,https://dubawa.org/tinubu-not-hospitalised-as-alleged/,"CLAIM: A Twitter user, @PIDOMNIGERIA, claimed that the president-elect, Bola Tinubu, was hospitalised on Monday and is in critical condition. ","FINDING: According to media reports, Bola Tinubu cast his ballot earlier Saturday morning at his polling unit in Alausa, Ikeja area of Lagos State. The NFC contacted Tinubu’s media aide, Tunde Rahman, who clarified that the news was false. He reiterated that Mr Tinubu is fine."
True! Thugs threatened voters at Ojo,https://dubawa.org/true-thugs-threatened-voters-at-ojo/,"CLAIM: In a video shared on Twitter, some thugs threaten to kill voters if they don’t vote for APC. The incident was reported at PU 039, Sabo Oniba, Ojo, Lagos state.","FINDING: The NFC contacted the Lagos state’s CODE Election observer, Daniel Joseph, who noted that he got reports from the PU that thugs were threatening to kill voters if they didn’t vote for APC."
Old video used to make false political claim,https://dubawa.org/old-video-used-to-make-false-political-claim/,"CLAIM: Senator Dino Melaye claims that security forces arrested some thugs associated with APC in Lagos state yesterday, March 17.","FINDING: The video Mr Melaye tweeted was first shared by a Twitter user on May 29, 2022, with a different narrative. A news media, Oyo Affairs, also made a report regarding the video on the same day, stating police intercepted thugs trying to disrupt APC primaries in Oyo state. "
No! Sangotedo polling unit not attacked,https://dubawa.org/no-sangotedo-polling-unit-not-attacked/,"CLAIM: Twitter users claim that thugs have destroyed a polling unit at Sangotedo, Ajah, in Lagos State.","FINDING: The NFC contacted the state’s CODE Election observer, Daniel Atebe Joseph, who clarified that no election disruptions have occurred in the area so far. The observer stated that the only setback encountered in the vicinity was the case of INEC officials being late, causing rowdiness. However, the situation has been doused."
"LIVE FACT-CHECK: DUBAWA, NFC monitor mis/disinformation as electorates decide gubernatorial, state assembly seats",https://dubawa.org/live-fact-check-dubawa-nfc-monitor-mis-disinformation-as-electorates-decide-gubernatorial-state-assembly-seats/,"Nigeria’s 2023 Gubernatorial and State Assembly Election has begun. To ensure the dispensation of accurate information during this period, DUBAWA, alongside other partners at the Nigerian Fact-checkers’ Coalition (NCF),  is carrying out live fact-checks to verify misleading information shared on social media, such as Twitter and Facebook.",Below are some of the claims:
Gbadebo Rhodes-Vivour remains LP candidate,https://dubawa.org/gbadebo-rhodes-vivour-remains-lp-candidate/,"CLAIM: Social media users share a letter claiming Labour Party, Lagos chapter has replaced gubernatorial candidate Gbadebo Rhodes-Vivour with another. ","FINDING: The NFC contacted Sam Emeka Okpala, the Lagos state Secretary of the Labour Party, who explained that the widely circulated letter was forged."
"LIVE FACT-CHECKS: Nigeria’s 2023 Governorship Election – SATURDAY, MARCH 18, 2023",https://dubawa.org/live-fact-checks-nigerias-2023-governorship-election-saturday-march-18-2023/,"CLAIM: A Twitter user, @ChumaOrji3, claimed ‘PDP political thugs’ were caught at Isi Uzo LGA of Enugu State.","FINDING: CODE’s observer in Isi Uzo LGA, Ayogu Friday, who had firsthand information about the incident, confirmed that some thugs were caught and handed over to security agents. However, he could not independently confirm if they were thugs from the PDP. An online newspaper, The Whistler, also reported the incidence."
Viral image of Olumide Oworu from movie shoot used to depict attack on his campaign team,https://dubawa.org/viral-image-of-olumide-oworu-from-movie-shoot-used-to-depict-attack-on-his-campaign-team/,Claim: The viral bloodied image of Labour Party House of Assembly candidate Olumide Oworu is from the attack on his campaign council. ,Verdict: MISLEADING. Our findings show the bloodied image of Mr Oworu is from a movie shoot. It is not due to an attack on his campaign team.
"APC National Women’s Leader, Betta Edu, shares misleading claims about elections in Cross River State",https://dubawa.org/apc-national-womens-leader-betta-edu-shares-misleading-claims-about-elections-in-cross-river-state/,"Claim: The APC Women Leader, Dr Betta Edu, in a recent interview, claims that the Labour Party has no governorship candidate in Cross River State. She added that her party had won all House Representatives seats in the state except in the Northern Senatorial District.","Verdict: Misleading. The Labour Party’s governorship candidate in the election is Mr Ogar Osim. Also, the APC failed to win the Calabar Municipality/Odukpani seat. Bassey Akiba of the Labour Party won it. "
"Parody account holder parades self as history professor, Saheed Aderinto, for political gimmick",https://dubawa.org/parody-account-holder-parades-self-as-history-professor-saheed-aderinto-for-political-gimmick/,"Claim: Nigerian professor and Dan David Prize winner, Saheed Aderinto, requested Peter Obi’s mandate from the president-elect, Tinubu.",Verdict: FALSE. Our findings show that the account is a parody. Saheed Aderinto does not have a Twitter account.
"Dele Momodu, not Nigeria’s Chief Justice Olukayode Ariwoola, was standing next to Tinubu in viral throwback photo",https://dubawa.org/dele-momodu-not-nigerias-chief-justice-olukayode-ariwoola-was-standing-next-to-tinubu-in-viral-throwback-photo/,Claim: A throwback photo attributed to Tinubu and current Nigeria’s Chief Justice has gone viral on Twitter.,Verdict: FALSE. The image is that of Bola Tinubu and Dele Momodu from 1996. 
Bengali/Bangla has never been used as Sierra Leone’s official language,https://dubawa.org/bengali-bangla-has-never-been-used-as-sierra-leones-official-language/,"Claim:  Viral news articles published by “The Indiana Express, Dhaka Tribune” stated that the Bangladesh language named: ‘Bengali/Bangla’ was announced as the official language of Sierra Leone in 2002 by late former President Ahmad Tejan Kabbah.","Verdict: False. Bengali/Bangla, spoken in Bangladesh, has never been declared Sierra Leone’s official language. It is neither recognised nor spoken anywhere in the country, as claimed by the referenced media organisations. "
"Hookah-smoking viral image not, Abiodun Oyefusi, Labour Party’s deputy governorship candidate in Lagos",https://dubawa.org/viral-image-of-hookah-smoking-lady-not-abiodun-oyefusi-labour-partys-deputy-governorship-candidate-in-lagos/,By: Lois Ugbede and Christiana Amodu-Otinyia,Claim: “Viral image of a lady smoking hookah is the deputy governorship candidate of the Labour Party in Lagos.”
How true is Twitter users’ claim fasting cures cancer?,https://dubawa.org/how-true-is-twitter-users-claim-fasting-cures-cancer/,Claim: Fasting can be used in the treatment of cancer.,"Verdict: MOSTLY TRUE. Although fasting has been proven effective in treating cancer, it is not a cure. "
TRUE! Women representation in Sanwo-Olu’s cabinet over 30%,https://dubawa.org/true-women-representation-in-sanwo-olus-cabinet-over-30/,"Claim: Lagos state governor, Babajide Sanwo-Olu, claims his cabinet consists of over 30% women. ",Verdict: TRUE. Our findings show the Lagos state government’s cabinet has a representation of women 30% and above.
"Scam! Beware of fake BBC, NTA Facebook pages soliciting funds for ailing man",https://dubawa.org/scam-beware-of-fake-bbc-nta-facebook-pages-soliciting-funds-for-ailing-man/,"Claim: A Facebook post, allegedly by BBC, solicits funds for Joshua Tosin Ajayi, who sustained injuries from a quarry accident.",Verdict: Misleading. Our findings show the post is a scam geared at defrauding Nigerians for a non-existent spinal and leg injury patient.
INEC IReV portal did not show Peter Obi won the 2023 presidential election in 19 states,https://dubawa.org/inec-irev-portal-did-not-show-peter-obi-won-the-2023-presidential-election-in-19-states/,"Claim: Results from the IReV portal show that Peter Obi won 19 states, including the FCT.","Verdict: Misleading. As of when this report was filed, results from polling units across Nigeria had yet to be completely uploaded on the IReV portal. "
"False! AME University, AME Zion University Presidents still at post",https://dubawa.org/false-ame-university-ame-zion-university-presidents-still-at-post/,Claim: A newspaper and a pressure group say AMEU President Alvin Attah and AMEZU President Benjamin Lartey have both stepped down. ,"Verdict: The Presidents of the two universities have not resigned. The claim by the Analyst Newspaper and Martin Kollie, the lead campaigner of the Campaigners for Academy Crimes Court (CACC), made is false. "
"FALSE! Divorce cases filed in FCT in January 2023, not 4,000 as claimed in viral tweet",https://dubawa.org/false-divorce-cases-filed-in-fct-in-january-2023-not-4000-as-claimed-in-viral-tweet/,"Claim: A Twitter user tweeted that over 4,000 couples applied for divorce in January 2023.","Verdict: FALSE. Our findings show that the figures for divorce filed in January in the FCT are way lower than 4,000. "
"Labour Party won 40, not 42, seats at National Assembly",https://dubawa.org/labour-party-won-40-not-42-seats-at-national-assembly/,Claim: Africa Facts Zone claims the Labour Party (LP) won 42 National Assembly seats and seven Senate seats.,"Verdict: False. Our findings show the Labour Party won 40 National Assembly seats, not 42."
"No, masturbation does not lead to baldness in men",https://dubawa.org/no-masturbation-does-not-lead-to-baldness-in-men/,Claim: “Most guys are not bald naturally; masturbation makes them bald.”,Verdict: FALSE. There is no evidence that masturbation in men leads to hair loss or stops hair growth. 
FALSE! Biden has not called for the cancelling of presidential election,https://dubawa.org/false-biden-has-not-called-for-the-cancelling-of-the-presidential-election/,"CLAIM: A screenshot of a purported AP headline shows the president of the USA, Joe Biden, calling for the cancellation of Nigeria’s presidential election.",FINDING: 
LIVE FACT-CHECK: Nigerian fact-checkers monitor mis/disinformation 2023 presidential/NASS election  – DAY 5 & 6,https://dubawa.org/live-fact-check-nigerian-fact-checkers-monitor-mis-disinformation-2023-presidential-nass-election-day-5/,"CLAIM: A claim is shared on WhatsApp that the DSS has arrested the presidential candidate of the Labour Party, Peter Obi.","FINDING: A keyword Google search on the internet does not lead to any credible platform that reported the arrest. The NFC also contacted the Chief Spokesperson for the Labour Party Presidential Campaign Council, Yunusa Tanko, who debunked it."
"Joseph Nyumah Boakai deciding to support Alexander Cummings after retirement, False!",https://dubawa.org/joseph-nyumah-boakai-deciding-to-support-alexander-cummings-after-retirement-false/,"Claim: ‘Former Vice President has decided to support Cummings following retirement from politics,’ Sekou Kalasco Damaro, Presidential Aide to Weah, alleges.",Verdict: False. Joseph Nyumah Boakai (JNB) refuted the claims about his resignation on his official Facebook page. He further states that the Vice President will contest the Presidency come October.  
False! INEC yet to announce winner of Nigeria’s 2023 Presidential election,https://dubawa.org/false-inec-yet-to-announce-winner-of-nigerias-2023-presidential-election/,"CLAIM: A Facebook user, Dan Yusufa, claims Tinubu is the 16th President of Nigeria after securing 25% of votes in 34 of the 36 states, including the FCT.","FINDING: Results of the presidential election are still being collated by the Independent National Electoral Commission (INEC). While the electoral body has announced results for some states, it expects more from others. Data from the ICIR election dashboard shows the APC candidate is in the lead, but INEC is yet to announce a winner. "
False! No protest at INEC’s Abuja office,https://dubawa.org/false-no-protest-at-inecs-abuja-office/,"CLAIM: Social media users claimed that a protest was staged at the INEC office in Abuja on Monday, February 27, following alleged manipulation of election results.","FINDING: Using InVid, the NFC discovered that a Twitter user had shared the video since Saturday, February 25, 2023 (on election day). "
"True, Kano elections results uploaded for Kaduna polling unit on IReV",https://dubawa.org/true-kano-elections-results-uploaded-for-kaduna-polling-unit-on-irev/,CLAIM: Social media users claim that INEC uploaded election results from Kano for Kaduna Polling Unit on iReV.,FINDING: Our findings showed that the result uploaded on the INEC iReV portal for PU 18/10/03/015 in Kakuri Gwari Ward/RA in Kaduna South LGA was actually from one of the polling units in Dawaki Tofa LGA of Kano State. 
TRUE! INEC suspended elections in some parts of Bayelsa,https://dubawa.org/true-inec-suspended-elections-in-some-parts-of-bayelsa/,"Claim: A Facebook user claimed that INEC had suspended elections in Yenagoa, Esan north, Esan south, and Igueben following violence in the affected parts.","Verdict: TRUE. According to the INEC briefing and Channels Television, the claim is true. "
Elon Musk not building hotel in Nigeria,https://dubawa.org/elon-musk-not-building-hotel-in-nigeria/,Claim: A TikTok user with the handle Celebs za (@celebs_za) shared a video of “Elon Musk” saying he is building Nigeria’s world’s most expensive hotel.,Verdict: The alleged video is a deepfake technology that matched Elon Musk’s face and voice to someone else’s statement. The video is entirely false.
LIVE FACT-CHECK: Nigerian fact-checkers monitor mis/disinformation as collation continues – DAY 4,https://dubawa.org/live-fact-check-nigerian-fact-checkers-monitor-mis-disinformation-as-collation-continues-day-4/,"CLAIM: A Facebook user, Dan Yusufa, claims Tinubu is the 16th President of Nigeria after securing 25% of votes in 34 of the 36 states, including the FCT.","FINDING: Results of the presidential election are still being collated by the Independent National Electoral Commission (INEC). While the electoral body has announced results for some states, it expects more from others. Data from the ICIR election dashboard shows the APC candidate is in the lead, but INEC is yet to announce a winner. "
Viral Premium Times graphics manipulated,https://dubawa.org/viral-premium-times-graphics-manipulated/,"CLAIM: A Twitter user, Senior man (@her_genie), made a post with a pictorial chart of Premium Times’ election result dashboard revealing several numbers of votes scored by the top four candidates in the presidential election on Monday, February 27, 2023.","FINDING: The Premium Times official dashboard shows that the votes for the Labour Party, PDP, APC and NNPP had been doctored in the graphic shared by the Twitter user. Also, the chart in the post had been rearranged by political parties with PDP first. The total votes by state and the total votes by percentage (%) were also omitted. The graphic also missed the mark on the votes of senatorial district measured, which was 5,000 instead of 500,000 on the newspaper’s dashboard."
True! Image posted on INEC’s IReV for Ekiti not result sheet,https://dubawa.org/true-image-posted-on-inecs-irev-for-ekiti-not-result-sheet/,"CLAIM: Social media users say the image uploaded on INEC’s IReV for Ekiti polling unit, not the result sheet. ","FINDING: NFC’s visit to the INEC IReV portal confirms the report to be true. The image uploaded on the portal, as of 10am on Monday, February 27, differed from the INEC result sheet for the polling unit with code 13/01/02/001 under Ado ‘B’ Inisa Ward/RA in Ado Ekiti local government area. It rather contained the image of a young lady in a room. "
No; Election results for all states yet to be announced,https://dubawa.org/no-election-results-for-all-states-yet-to-be-announced/,"CLAIM: Bashir Ahmad, Special Assistant on Digital Communications to Nigerian President Muhammadu Buhari, on his Twitter handle, claims that APC has won the elections in 14 states, PDP in 7, LP in 4 and NNPP in 1. ","FINDING:  Reports by credible media platforms such as Channels TV and Premium Times reveal that INEC has declared the results of only one state, Ekiti, out of the 36 States in Nigeria as of 9am on Monday."
Atiku won in Osun but not in all LGAs,https://dubawa.org/atiku-won-in-osun-but-not-in-all-lgas/,"CLAIM: The headline of a news report on ejesgist.ng claims that the presidential candidate of the Peoples Democratic Party (PDP), Atiku Abubakar, defeated the All Progressives Congress (APC) candidate, Bola Tinubu, to win all 20 local government areas in Osun State.",FINDING: Osun State has 30 local government areas. INEC result viewing portal shows that polling unit results of the 2023 presidential election have been uploaded from all 30 local government areas. The results declared at the national collation centre show that Atiku won 20 local governments while Tinubu won the remaining 10 LGAs.  
"Contrary to Twitter user report, APC not LP won in Agege",https://dubawa.org/contrary-to-twitter-user-report-apc-not-lp-won-in-agege/,"CLAIM: A Twitter user @drpenking tweeted an image that showed the Labour Party got 29,568 votes in Agege and claimed INEC switched the results to APC and reduced the numbers for Labour Party to 13,270. ","FINDING: Updates from various news outlets shows that APC won the Labour Party by a landslide in Agege local government area. We collated the results for each party and found that APC actually had 29,568 votes while Labour Party had a lesser total number of votes."
"False! MC Oluomo not dead, as reported",https://dubawa.org/false-mc-oluomo-not-dead-as-reported/,CLAIM: Peoples Gazette headline reads that soldiers shoot ‘Oluomo’ dead at collation centre.,"FINDING: From the comment section, the NFC observed that some social media users were curious about which Oluomo was actually killed. Although the report states that PDP supporter Akinlabi Akinnaso, also known as Oluomo, was shot dead, reactions from commenters indicate confusion, prompting our check. The deceased is not the popular Lagos State NURTW chairman, MC Oluomo."
LIVE FACT-CHECK: Nigerian fact-checkers monitor mis/disinformation as collation continues – DAY 3,https://dubawa.org/live-fact-check-nigerian-fact-checkers-monitor-mis-disinformation-as-collation-continues-day-3/,"CLAIM: A Twitter user, Senior man (@her_genie), made a post with a pictorial chart of Premium Times’ election result dashboard revealing several numbers of votes scored by the top four candidates in the ","presidential election on Monday, February 27, 2023."
False; Ekiti state result was not uploaded before election day,https://dubawa.org/false-ekiti-state-result-was-not-uploaded-before-election-day/,"CLAIM: A Twitter user DrUmaru_AJ (@Princeujay), alleged Ekiti election results were uploaded as far back as February 20.","FINDING: Election result details seen on INEC’s Result Viewing Portal (IReV) show the result for Ekiti was uploaded on Sunday, February 26, 2023. "
FALSE! INEC did not erase election results on its portal,https://dubawa.org/false-inec-did-not-erase-election-results-on-its-portal/,CLAIM: Viral video shared by Blessing Okagbare (@mountain214) claims INEC erased election results at 7am today from their portal.,"FINDING: NFC visited INEC’s Result Viewing Portal (IReV) and found election results are still available on the portal. The current figure shows 45,886 results have been submitted for 176,846 polling units. "
FALSE! Obasanjo did not storm INEC collation centre in Abuja,https://dubawa.org/false-obasanjo-did-not-storm-inec-collation-centre-in-abuja/,CLAIM: Viral WhatsApp message and Igbo Times Magazine on Facebook claim former President Olusegun Obasanjo stormed INEC’s collation centre in Abuja with election results from the 36 states in Nigeria. ,"FINDING: A Premium Times reporter at the collation centre, Qosim Suleiman, noted that the former president was not there.  He also shared picture evidence of what the collation centre looks like currently, revealing those present. "
"TRUE! Election did not take place in Awo-Omamma, but result was uploaded",https://dubawa.org/true-election-did-not-take-place-in-awo-omamma-but-result-was-uploaded/,"CLAIM: A Twitter user @ChigozielAlex claimed that the election did not hold in Awo-Omamma, Oru East Local Government Area of Imo State, yet election results have been uploaded.","FINDING: The CODE Observer in Imo State, Chigoziri Osuji, confirmed to NFC that the 10claim is true as no election was conducted at the location; however, results were uploaded. CJID Observer Igwe Ugochukwu in Imo State also confirmed that the election didn’t occur due to a sit-at-home order."
"Viral polling result by Twitter user Quinn, false",https://dubawa.org/viral-polling-result-by-twitter-user-quinn-false/,"CLAIM: A Twitter user, Quinn (@Quinn_Tweets), shared an image showing the Labour Party is leading the polls by 36%, followed by the PDP by 27% and the APC by 24%. ","FINDING: A reverse image search shows a screenshot of an opinion poll on January 27, 2023, by Nextier. The viral image was shared after cropping parts showing it is a pre-election poll.  The poll was shared by Nextier on Twitter on February 5, 2023. Figures from INEC’s Result Viewing Portal (IReV) show otherwise."
False; Labour Party did not call for cancellation of results,https://dubawa.org/false-labour-party-did-not-call-for-cancellation-of-results/, CLAIM: An online post claims that the Labour Party (LP) has called for the cancellation of the ongoing presidential election as INEC cannot upload results from the polling units into its server. ,"FINDING: LP, in a press release on its website, condemned the delay, but the party did not seek cancellation of the results."
FALSE! Pat Utomi not held hostage,https://dubawa.org/false-pat-utomi-not-held-hostage/,"CLAIM:  There have been viral claims that Prof Pat Utomi, a Labour Party Chieftain, was held hostage by thugs at a collation centre in Victoria Island, Lagos state.","FINDING:  Labour party spokesperson, Yunusa Tanko, has debunked the claim. Similarly, PPRO Lagos State Police Command, Benjamin Hundeyin,  told the NFC that he was unaware of the situation. Prof Pat Utomi also confirmed that “he is fine” and described the claim as false.  "
FALSE! EFCC did not visit Peter Obi’s residence,https://dubawa.org/false-efcc-did-not-visit-peter-obis-residence/,"CLAIM:  A viral report claimed operatives of the Economic and Financial Crimes Commission (EFCC) stormed the residence of Peter Obi, presidential candidate of the Labour Party (LP), during the elections. ","FINDING: When contacted, Wilson Uwajuren, the spokesperson of the EFCC, told the NFC that the agency only deployed officials to the polling stations to monitor the elections and did not visit the house of any candidate. Also, Labour Party spokesperson, Yunusa Tanko, debunked the claim. We also found that the photo was that of EFCC officials’ visit to Ward C, PU 085 Alausa, Ikeja, on Saturday."
FALSE! Atiku has not secured 25% in 25 states,https://dubawa.org/false-atiku-has-not-secured-25-in-25-states/,"CLAIM: A Twitter account, PDP New Media (PDP_NEWMEDIA), claimed that the PDP presidential candidate, Atiku Abubakar, has secured 25% in about 25 states.","FINDING: There has not been an official announcement of results by INEC at the national collation centre in Abuja. At the state level, only results from Ekiti State have been announced so far as of 2.15 pm when this fact check was filed. "
Misleading! results per state yet to be collated,https://dubawa.org/misleading-results-per-state-yet-to-be-collated/,"CLAIM: A claim circulates on WhatsApp with results that APC and PDP are leading in  Kwara, Ekiti, Osun, Ogun and Oyo states with 6,111,796 and 4,367,845, respectively.","FINDING: Results in the aforementioned states are still being collated, and the final results are yet to be announced as of 11.25 am. of Sunday, February 26. Also, updates from multiple news platforms did not support this claim."
False! LP VP candidate got more votes beyond wife and children at polling unit,https://dubawa.org/false-lp-vp-candidate-got-more-votes-beyond-wife-and-children-at-polling-unit/,"CLAIM:  A Twitter user, Comrade Moh (@I_Am_marwa), claims Senator Datti Baba-Ahmed, Labour Party VP candidate, was voted only by his wife and children at his polling unit.","FINDING: The LP VC  polling unit is 021 at Tudun Wada ward in Zaria Local Government Area of Kaduna State. Based on reports by  Punch Newspaper and TheCable, there were 272 accredited voters at the polling unit.  "
INEC did not extend elections in 16 states,https://dubawa.org/inec-did-not-extend-elections-in-16-states/,CLAIM: WhatsApp and Twitter users claims that INEC has extended elections in 16 states.,"FINDING: Rotimi Oyekanmi, Chief Press Secretary to the INEC Chairman, clarified that the news is not from the commission. Additionally, INEC’s national Chairman on voter’s education, Festus Okoye, debunked the report as fake. He stated that “INEC did not extend the voting period in 16 States. The narrative is fake, and the public should disregard it entirely.”"
Tinubu not yet confirmed as winner of seven local government areas in Yobe State,https://dubawa.org/tinubu-not-yet-confirmed-as-winner-of-seven-local-government-areas-in-yobe-state/,CLAIM: An APC supporter with the Twitter username @Tinubufrontier claimed Bola Tinubu had won about seven local government areas in Yobe State. ,"FINDING: Anna Charles, a media observer affiliated with the Center for Journalism Innovation and Development (CJID), told the NFC that the results bandied around on social media were false as official results had yet to be compiled at the collation centre. She also said results from polling units showed PDP was in the early lead across various categories in the state."
"Report on LP performance at Gbajabiamila’s polling unit, false",https://dubawa.org/report-on-lp-performance-at-gbajabiamilas-polling-unit-false/,CLAIM: An APC supporter with the Twitter username @DOlusegun claimed TheCable’s report on LP performance at Gbajabiamila’s polling unit is false.,FINDING: Our findings showed that the result uploaded by TheCable Newspaper is for the presidential election in which the Labour Party polled 89 as against the APC’s 69. A journalist affiliated with the Center for Journalism Innovation and Development confirmed this to the NFC.
LIVE FACT-CHECK: Nigerian fact-checkers monitor mis/disinformation as electorates decide next president – DAY 2,https://dubawa.org/election-day-2-fact-checks-2023-presidential-nass-election/,"CLAIM: A Twitter user DrUmaru_AJ (@Princeujay), alleged Ekiti election results were uploaded as far back as February 20.","FINDING: Election result details seen on INEC’s Result Viewing Portal (IReV) show the result for Ekiti was uploaded on Sunday, February 26, 2023. "
True! Voting yet to commence in parts of Bayelsa at 4 pm,https://dubawa.org/true-voting-yet-to-commence-in-parts-of-bayelsa-at-4-pm/,CLAIM: A Twitter user claims that voting is yet to commence in some parts of Bayelsa at about 4 pm.,"FINDING: NFC contacted an observer from Connected Development (CODE), Tare Amananaghan, who confirmed the report and added that the HOD of INEC’s Voter Education Publicity (VEP), Wilfred Ifogah, had informed earlier that the situation was due to a shortage of ballot paper. As of 5 pm, Ms Amananaghan confirmed voting had commenced in many polling units affected."
"TRUE! LP Karshi District Chairman Valentine Onuigbo, dead",https://dubawa.org/true-lp-karshi-district-chairman-valentine-onuigbo-dead/,"An online report has announced the death of the party chairman of the Labour Party, representing the Karshi District of the Federal Capital Territory (FCT), Mr Valentine Onuigbo. The chairman reportedly died in his sleep in the early hours of Saturday, February 25. ","FINDINGS: The spokesperson of the Labour Party, Mr Yunusa Tanko, has confirmed the incident. Newspapers such as Tribune, Vanguard and Prime Business Africa have also confirmed the death."
